@relation feature_values_OpenML_MetaLearning_2016

@attribute instance_id string
@attribute repetition numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute DefaultAccuracy numeric
@attribute MajorityClassSize numeric
@attribute MinorityClassSize numeric
@attribute NumberOfClasses numeric
@attribute Dimensionality numeric
@attribute IncompleteInstanceCount numeric
@attribute InstanceCount numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinNominalAttDistinctValues numeric
@attribute NumAttributes numeric
@attribute NumBinaryAtts numeric
@attribute NumMissingValues numeric
@attribute NumNominalAtts numeric
@attribute NumNumericAtts numeric
@attribute PercentageOfBinaryAtts numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNominalAtts numeric
@attribute PercentageOfNumericAtts numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute HoeffdingAdwin.changes numeric
@attribute HoeffdingAdwin.warnings numeric
@attribute HoeffdingDDM.changes numeric
@attribute HoeffdingDDM.warnings numeric
@attribute NaiveBayesAdwin.changes numeric
@attribute NaiveBayesAdwin.warnings numeric
@attribute NaiveBayesDdm.changes numeric
@attribute NaiveBayesDdm.warnings numeric
@attribute ClassCount numeric
@attribute ClassEntropy numeric
@attribute EquivalentNumberOfAtts numeric
@attribute MeanAttributeEntropy numeric
@attribute MeanMutualInformation numeric
@attribute NegativePercentage numeric
@attribute NoiseToSignalRatio numeric
@attribute PositivePercentage numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.Kappa numeric
@attribute JRipAUC numeric
@attribute JRipErrRate numeric
@attribute JRipKappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute SimpleLogisticAUC numeric
@attribute SimpleLogisticErrRate numeric
@attribute SimpleLogisticKappa numeric
@attribute kNN_1NAUC numeric
@attribute kNN_1NErrRate numeric
@attribute kNN_1NKappa numeric
@attribute kNN_2NAUC numeric
@attribute kNN_2NErrRate numeric
@attribute kNN_2NKappa numeric
@attribute kNN_3NAUC numeric
@attribute kNN_3NErrRate numeric
@attribute kNN_3NKappa numeric
@attribute NBTreeAUC numeric
@attribute NBTreeErrRate numeric
@attribute NBTreeKappa numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute SVMe1AUC numeric
@attribute SVMe1ErrRate numeric
@attribute SVMe1Kappa numeric
@attribute SVMe2AUC numeric
@attribute SVMe2ErrRate numeric
@attribute SVMe2Kappa numeric
@attribute SVMe3AUC numeric
@attribute SVMe3ErrRate numeric
@attribute SVMe3Kappa numeric

@data
30,1,11,5473,0,0,10,0.89768,4913,28,5,0.00201,0,5473,-1,652.112595,253.327586,-1,14.706076,840.233619,-1,11,0,0,0,10,0,0,0,0.909091,-1,8,0,13,31,7,0,19,37,5,0.635463,-1,-1,-1,0.89768,-1,0.005116,0.747085,6.87009,0.579507,0.899511,3.581217,0.898279,3.562945,0.908935,3.38023,0.747085,6.87009,0.579507,0.823953,5.481454,0.691844,0.902175,4.549607,0.756715,0.800953,0.800904,0.814757,0.907387,0.034168,0.817299,0.747085,0.068701,0.579507,0.819401,0.05719,0.679362,0.892716,0.050978,0.735053,0.985573,0.035629,0.800477,0.87077,0.044217,0.758466,0.903518,0.04641,0.716569,0.923931,0.044217,0.740303,0.973349,0.037274,0.800634,0.94893,0.086607,0.592812,0.960458,0.04915,0.702511,0.965514,0.050247,0.6928,0.96148,0.049516,0.693365
33,1,40,540,263,999,18,0.577778,312,228,2,0.074074,263,540,429,10.22534,2198.883738,41.952381,1.187927,506.960278,2,40,6,999,21,18,0.15,0.04625,0.525,0.45,109.814606,1,0,2,10,0,0,0,6,2,0.982474,7.791654,-1,0.126093,0.577778,-8.930646,0.422222,0.685694,0.324074,0.261188,0.5,0.422222,0.5,0.422222,0.5,0.422222,0.524045,0.416667,0.027097,0.524045,0.416667,0.027097,0.524045,0.416667,0.027097,0,0,0,0.631171,0.35,0.276232,0.549637,0.446296,0.059165,0.673836,0.398148,0.156569,0.666343,0.401852,0.16,0.768233,0.3,0.367956,0.669787,0.309259,0.348843,0.705128,0.325926,0.352624,0.709599,0.32963,0.29958,0.777211,0.268519,0.435993,0.772197,0.307407,0.367699,0.790625,0.253704,0.467754,0.849036,0.222222,0.551942,0.846818,0.237037,0.522626
34,1,9,90,3,3,0,0.711111,64,2,3,0.1,3,90,4,0,0,2.875,0,0,2,9,2,3,8,0,0.222222,0.003704,0.888889,0,0.64087,0,0,0,0,0,0,0,0,3,0.980308,43.453324,1.111137,0.02256,0.711111,48.252502,0.022222,0.468428,30,-0.021008,0.5,28.888889,0.5,28.888889,0.5,28.888889,0.5,28.888889,0,0.5,28.888889,0,0.5,28.888889,0,0,0,0,0.5,0.288889,0,0.461852,0.455556,-0.103469,0.461852,0.455556,-0.103469,0.461852,0.455556,-0.103469,0.5,0.288889,0,0.408812,0.355556,-0.066667,0.408812,0.355556,-0.066667,0.408812,0.355556,-0.066667,0.382734,0.344444,-0.098425,0.399359,0.366667,-0.133588,0.499569,0.333333,0.014599,0.499569,0.333333,0.014599,0.499569,0.333333,0.014599
35,1,35,366,8,8,1,0.306011,112,20,6,0.095628,8,366,4,-0.721157,36.296089,3.909091,0.072942,15.324557,2,35,1,8,33,1,0.028571,0.000625,0.942857,0.028571,0.384353,1,0,0,0,1,0,0,0,6,2.432597,5.416393,1.197873,0.449118,0.306011,1.667171,0.054645,0.786872,49.726776,0.339717,0.969618,6.557377,0.969618,6.557377,0.969618,6.557377,0.802408,49.726776,0.339717,0.932067,27.322404,0.651737,0.951061,22.677596,0.712585,0.917568,0.917568,0.917568,0.927848,0.185792,0.765391,0.703463,0.527322,0.264525,0.889482,0.360656,0.53802,0.936728,0.26776,0.662247,0.993757,0.040984,0.948766,0.960868,0.068306,0.914689,0.980259,0.076503,0.904079,0.992231,0.057377,0.92819,0.991581,0.057377,0.928177,0.998014,0.035519,0.955509,0.995556,0.046448,0.942001,0.996461,0.046448,0.941965,0.996847,0.040984,0.948757
36,1,20,2310,0,0,19,0.142857,330,330,7,0.008658,0,2310,-1,36.391584,24.633144,-1,3.143448,25.314714,-1,20,0,0,0,19,0,0,0,0.95,-1,1,0,0,0,1,0,0,0,7,2.807355,-1,-1,-1,0.142857,-1,0.142857,0.774948,71.558442,0.165152,0.982446,5.627706,0.982446,5.627706,0.98187,5.670996,0.774619,71.558442,0.165152,0.888407,43.549784,0.491919,0.953295,19.090909,0.777273,0.934343,0.934343,0.933838,0.978432,0.05974,0.930303,0.77423,0.714286,0.166667,0.883055,0.440693,0.485859,0.928985,0.301299,0.648485,0.994658,0.05671,0.933838,0.97259,0.048485,0.943434,0.98136,0.054545,0.936364,0.98514,0.05974,0.930303,0.985368,0.061905,0.927778,0.970755,0.197403,0.769697,0.991373,0.083983,0.90202,0.994075,0.061039,0.928788,0.996461,0.042857,0.95
37,1,9,768,0,0,8,0.651042,500,268,2,0.011719,0,768,-1,2.742038,44.985791,-1,0.527868,25.733743,-1,9,0,0,0,8,0,0,0,0.888889,-1,0,0,0,1,0,0,0,1,2,0.933134,-1,-1,-1,0.651042,-1,0.348958,0.711119,27.213542,0.391059,0.699149,26.171875,0.699149,26.171875,0.702104,25.911458,0.70906,26.302083,0.401445,0.711888,25.520833,0.405385,0.711888,25.520833,0.405385,0.398485,0.398485,0.403392,0.690045,0.276042,0.3861,0.711119,0.272135,0.391059,0.741078,0.257813,0.399317,0.75225,0.251302,0.4276,0.83059,0.221354,0.485206,0.643403,0.309896,0.296032,0.695552,0.286458,0.281193,0.720116,0.292969,0.329088,0.797694,0.257813,0.419532,0.808269,0.240885,0.458124,0.834037,0.217448,0.500234,0.836612,0.21875,0.494039,0.830276,0.223958,0.483871
38,1,30,3772,3772,6064,7,0.938759,3541,231,2,0.007953,3772,3772,5,43.989227,39.802877,2.090909,3.057509,16.331895,1,30,20,6064,22,7,0.666667,0.053588,0.733333,0.233333,0.683763,0,0,1,5,0,0,1,1,2,0.332351,64.929194,0.337555,0.005119,0.938759,64.946013,0.061241,0.932213,0.034464,0.742017,0.928415,0.018558,0.928415,0.018558,0.92883,0.018293,0.812337,0.049841,0.490198,0.92974,0.029958,0.757602,0.934157,0.020414,0.820646,0.837945,0.837945,0.843128,0.954144,0.020944,0.826619,0.599975,0.061241,0,0.76063,0.061241,0,0.836032,0.058855,0.097259,0.940418,0.034995,0.655182,0.789559,0.041092,0.615379,0.835634,0.039236,0.536964,0.857367,0.038176,0.592039,0.924974,0.024655,0.766172,0.921867,0.074231,0.519631,0.946375,0.037381,0.629121,0.92587,0.045334,0.57382,0.926347,0.042153,0.620334
39,1,8,336,0,0,7,0.425595,143,2,8,0.02381,0,336,-1,51.026716,0.499566,-1,3.58404,0.143729,-1,8,0,0,0,7,0,0,0,0.875,-1,1,0,3,2,1,0,3,4,8,2.188746,-1,-1,-1,0.425595,-1,0.005952,0.776887,35.416667,0.448527,0.906435,19.940476,0.906435,19.940476,0.909399,19.047619,0.781046,35.119048,0.45465,0.903507,24.107143,0.66094,0.903507,24.107143,0.66094,0.729502,0.729502,0.729502,0.896763,0.220238,0.693812,0.841387,0.252976,0.655235,0.841387,0.252976,0.655235,0.841387,0.252976,0.655235,0.967198,0.160714,0.775792,0.884132,0.181548,0.748845,0.884132,0.181548,0.748845,0.884132,0.181548,0.748845,0.94168,0.181548,0.746916,0.962896,0.169643,0.764772,0.943257,0.184524,0.738974,0.943257,0.184524,0.738974,0.943257,0.184524,0.738974
40,1,61,208,0,0,60,0.533654,111,97,2,0.293269,0,208,-1,2.168736,0.281321,-1,0.957919,0.142238,-1,61,0,0,0,60,0,0,0,0.983607,-1,1,0,1,0,1,0,1,0,2,0.99673,-1,-1,-1,0.533654,-1,0.466346,0.647581,33.653846,0.313143,0.664205,32.692308,0.707625,31.25,0.707625,31.25,0.641358,34.134615,0.30287,0.655196,32.692308,0.32654,0.655196,32.692308,0.32654,0.32474,0.360938,0.360938,0.678276,0.360577,0.277911,0.694948,0.341346,0.314646,0.661744,0.413462,0.153912,0.657704,0.365385,0.285417,0.805517,0.259615,0.477727,0.82999,0.168269,0.661269,0.833473,0.211538,0.580991,0.853162,0.235577,0.523916,0.760106,0.283654,0.434157,0.794236,0.326923,0.355744,0.839602,0.230769,0.536963,0.858605,0.197115,0.605258,0.871861,0.182692,0.633905
41,1,10,214,0,0,9,0.35514,76,0,7,0.046729,0,214,-1,9.591524,11.265852,-1,1.63715,0.689541,-1,10,0,0,0,9,0,0,0,0.9,-1,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1,0.35514,-1,0,0.699785,56.542056,0.229437,0.777938,38.317757,0.786983,38.317757,0.789564,36.915888,0.663913,57.476636,0.214784,0.749861,40.654206,0.413255,0.750584,40.654206,0.418169,0.471255,0.474988,0.490415,0.746448,0.38785,0.469585,0.671811,0.584112,0.179775,0.771913,0.46729,0.33871,0.805198,0.378505,0.471008,0.801197,0.373832,0.482654,0.771161,0.327103,0.548401,0.810577,0.345794,0.508519,0.825772,0.35514,0.502676,0.850509,0.313084,0.562359,0.715213,0.495327,0.323633,0.794654,0.406542,0.441304,0.82241,0.38785,0.468395,0.83006,0.35514,0.513025
42,1,36,683,121,2337,0,0.1347,92,8,19,0.052709,121,683,7,0,0,2.857143,0,0,2,36,16,2337,35,0,0.444444,0.095046,0.972222,0,1.088519,0,0,4,6,0,0,4,6,19,3.835508,7.508592,-1,0.510816,0.1347,-2.957652,0.011713,0.809963,72.035139,0.194245,0.968231,18.301611,0.977519,13.762811,0.977519,13.762811,0.776867,66.178624,0.244441,0.910898,42.459736,0.523664,0.951221,26.647145,0.703614,0.798811,0.848772,0.848772,0.956437,0.125915,0.861999,0.797279,0.762811,0.123742,0.893032,0.547584,0.387281,0.93342,0.423133,0.530167,0.987605,0.086384,0.905283,0.961616,0.11713,0.871345,0.975073,0.128843,0.858401,0.974333,0.133236,0.85347,0.983188,0.098097,0.892332,0.992159,0.089312,0.901965,0.988453,0.089312,0.902078,0.986201,0.090776,0.900548,0.98487,0.086384,0.905399
43,1,4,306,0,0,2,0.735294,225,81,2,0.013072,0,306,12,5.432939,28.24183,12,1.554934,8.996553,12,4,0,0,1,2,0,0,0.25,0.5,0,0,0,1,3,0,0,0,9,2,0.833765,23.20846,3.526626,0.035925,0.735294,97.166234,0.264706,0.660494,26.143791,0.19479,0.495802,26.470588,0.495802,26.470588,0.495802,26.470588,0.495802,26.470588,0,0.518601,27.45098,0.025256,0.518601,27.45098,0.025256,0,0,0,0.590123,0.261438,0.146265,0.644005,0.261438,0.19479,0.551989,0.297386,0.088391,0.55369,0.303922,0.110298,0.671385,0.248366,0.180723,0.563759,0.343137,0.086022,0.588121,0.294118,0.058462,0.592016,0.303922,0.102215,0.661591,0.261438,0.154755,0.697805,0.248366,0.197017,0.69893,0.25817,0.185567,0.655089,0.261438,0.128764,0.638134,0.25817,0.144041
44,1,58,4601,0,0,57,0.605955,2788,1813,2,0.012606,0,4601,-1,240.853699,6.15077,-1,11.181776,15.193998,-1,58,0,0,0,57,0,0,0,0.982759,-1,1,0,1,1,9,0,1,1,2,0.96736,-1,-1,-1,0.605955,-1,0.394045,0.794157,20.930233,0.549772,0.910779,9.367529,0.910071,9.410998,0.912486,9.063247,0.799616,21.886546,0.536457,0.865986,18.561182,0.605231,0.901774,13.410128,0.712391,0.801524,0.800642,0.808308,0.929274,0.081069,0.829926,0.779485,0.230602,0.527813,0.848068,0.16692,0.656948,0.891972,0.16366,0.658246,0.96922,0.079113,0.833402,0.893733,0.107368,0.775168,0.923498,0.113671,0.754901,0.933112,0.10476,0.77931,0.963887,0.083243,0.825871,0.935231,0.202347,0.605321,0.950891,0.096066,0.796598,0.928508,0.140404,0.697409,0.910701,0.169746,0.628682
48,1,6,151,0,0,3,0.344371,52,49,3,0.039735,0,151,2,-0.700582,16.538631,2,0.447382,8.914484,2,6,2,0,2,3,0.333333,0,0.333333,0.5,0,0,0,0,1,0,0,0,8,3,1.584521,26.9177,0.660678,0.058865,0.344371,10.223547,0.324503,0.581772,60.927152,0.09398,0.679906,48.344371,0.679906,48.344371,0.689785,46.357616,0.539585,64.238411,0.031859,0.611872,58.940397,0.112527,0.634904,59.602649,0.109261,0.305108,0.305108,0.305108,0.625398,0.509934,0.233503,0.713529,0.397351,0.403869,0.713529,0.397351,0.403869,0.713529,0.397351,0.403869,0.659633,0.476821,0.287922,0.697331,0.423841,0.363666,0.697331,0.423841,0.363666,0.697331,0.423841,0.363666,0.679098,0.456954,0.31499,0.694098,0.443709,0.336416,0.662767,0.503311,0.249002,0.662767,0.503311,0.249002,0.662767,0.503311,0.249002
49,1,14,303,7,7,6,0.544554,165,0,5,0.046205,7,303,4,1.057415,97.269182,2.714286,0.591295,17.242572,2,14,3,7,7,6,0.214286,0.00165,0.5,0.428571,0.755929,0,0,0,0,0,0,0,0,5,-1,-9.208453,1.114924,0.108596,0.544554,9.266723,0,0.735573,25.082508,0.493734,0.718577,26.072607,0.718577,26.072607,0.722639,25.412541,0.716359,29.042904,0.412402,0.738098,28.712871,0.407445,0.796574,25.742574,0.466477,0.470291,0.470291,0.482465,0.793434,0.231023,0.537001,0.731094,0.287129,0.408163,0.748353,0.320132,0.331217,0.729996,0.280528,0.425253,0.893939,0.155116,0.68448,0.777031,0.221122,0.552358,0.825912,0.211221,0.565416,0.856934,0.188119,0.620075,0.871525,0.174917,0.645895,0.903645,0.168317,0.659663,0.915503,0.141914,0.712365,0.824396,0.20462,0.58846,0.809953,0.227723,0.541181
50,1,10,958,0,0,0,0.653445,626,332,2,0.010438,0,958,3,0,0,3,0,0,3,10,0,0,9,0,0,0,0.9,0,0,2,0,1,1,2,0,1,1,2,0.930954,49.450451,1.538037,0.018826,0.653445,80.697486,0.346555,0.667842,30.06263,0.339968,0.5,34.655532,0.5,34.655532,0.632371,29.436326,0.686165,30.06263,0.339968,0.69293,30.167015,0.295563,0.710624,26.826722,0.363081,0,0,0.210449,0.96988,0.016701,0.962702,0.643279,0.326722,0.185909,0.669151,0.306889,0.215926,0.76808,0.267223,0.373658,0.988914,0.021921,0.950941,0.996273,0.028184,0.936743,0.996273,0.028184,0.936743,0.996273,0.028184,0.936743,0.829539,0.208768,0.531091,0.746146,0.287056,0.3143,0.969908,0.016701,0.962702,0.989088,0.051148,0.889948,0.988916,0.041754,0.909726
51,1,14,294,293,782,6,0.639456,188,0,5,0.047619,293,294,4,1.030483,95.162434,2.714286,0.554279,19.599081,2,14,3,782,7,6,0.214286,0.18999,0.5,0.428571,0.755929,1,0,1,0,1,0,1,0,5,-1,-8.031147,0.886697,0.124515,0.639456,6.121192,0,0.788815,18.027211,0.596593,0.769545,18.707483,0.769545,18.707483,0.735975,20.068027,0.793582,22.789116,0.518645,0.793582,22.789116,0.518645,0.793582,22.789116,0.518645,0.579585,0.579585,0.54513,0.764101,0.193878,0.573392,0.793582,0.227891,0.518645,0.804546,0.20068,0.552823,0.820454,0.20068,0.537168,0.895273,0.180272,0.609845,0.776897,0.214286,0.543726,0.823966,0.190476,0.572852,0.861075,0.173469,0.629137,0.862026,0.183673,0.588107,0.893567,0.170068,0.631172,0.887395,0.180272,0.606614,0.876957,0.170068,0.631172,0.792453,0.207483,0.550954
53,1,14,270,0,0,13,0.555556,150,120,2,0.051852,0,270,-1,0.079436,46.03604,-1,0.4238,8.439217,-1,14,0,0,0,13,0,0,0,0.928571,-1,0,0,0,0,0,0,0,0,2,0.991076,-1,-1,-1,0.555556,-1,0.444444,0.723333,26.666667,0.463576,0.744528,27.407407,0.744528,27.407407,0.744528,27.407407,0.696194,31.851852,0.344068,0.696194,31.851852,0.344068,0.696194,31.851852,0.344068,0.447761,0.447761,0.447761,0.761472,0.240741,0.506329,0.732917,0.248148,0.501241,0.773778,0.296296,0.398998,0.792417,0.314815,0.351145,0.893389,0.181481,0.630962,0.729167,0.27037,0.455675,0.795,0.251852,0.477816,0.828,0.222222,0.551495,0.819765,0.248148,0.493703,0.896056,0.177778,0.64,0.902111,0.162963,0.667785,0.877889,0.214815,0.565724,0.824167,0.262963,0.4758
54,1,19,846,0,0,18,0.257683,218,199,4,0.022459,0,846,-1,5.106058,117.634949,-1,1.039115,22.770839,-1,19,0,0,0,18,0,0,0,0.947368,-1,0,0,0,0,0,0,0,0,4,1.999067,-1,-1,-1,0.257683,-1,0.235225,0.649286,59.574468,0.212103,0.858448,33.451537,0.855852,32.978723,0.865076,30.969267,0.651235,59.338061,0.215568,0.807087,46.453901,0.37785,0.850025,33.21513,0.557759,0.554072,0.560381,0.586734,0.86535,0.325059,0.566388,0.639439,0.609929,0.195171,0.801343,0.485816,0.352879,0.808476,0.468085,0.375859,0.931109,0.232861,0.689412,0.78659,0.319149,0.574173,0.83365,0.352246,0.529551,0.861901,0.315603,0.578726,0.873916,0.315603,0.578947,0.766556,0.544917,0.278696,0.894925,0.286052,0.618449,0.937027,0.223404,0.701957,0.950285,0.191489,0.74455
55,1,20,155,75,167,6,0.793548,123,32,2,0.129032,75,155,2,4.241651,49.919415,2,1.264262,29.743965,2,20,13,167,13,6,0.65,0.053871,0.65,0.3,0,0,0,1,3,0,0,0,6,2,0.734645,14.19991,0.781798,0.051736,0.793548,14.111334,0.206452,0.690295,20.645161,0.268437,0.647866,18.709677,0.64939,18.709677,0.64939,18.709677,0.497967,20.645161,0,0.497967,20.645161,0,0.497967,20.645161,0,0.268273,0.268273,0.268273,0.669715,0.16129,0.404487,0.699187,0.187097,0.222184,0.726499,0.219355,0.330539,0.7594,0.167742,0.389209,0.783537,0.16129,0.464409,0.727134,0.187097,0.422311,0.81091,0.193548,0.491581,0.829141,0.148387,0.467035,0.823552,0.167742,0.499628,0.823578,0.16129,0.534646,0.840701,0.129032,0.57685,0.797723,0.206452,0.355007,0.758859,0.212903,0.385733
56,1,17,435,203,392,0,0.613793,267,168,2,0.03908,203,435,2,0,0,2,0,0,2,17,16,392,16,0,0.941176,0.053009,0.941176,0,0,0,0,1,3,0,0,1,3,2,0.962308,4.07265,0.980019,0.236285,0.613793,3.147607,0.386207,0.963115,4.367816,0.908778,0.963115,4.367816,0.963115,4.367816,0.963115,4.367816,0.963115,4.367816,0.908778,0.963115,4.367816,0.908778,0.962112,4.597701,0.903872,0.908778,0.908778,0.908778,0.956416,0.03908,0.918022,0.922496,0.135632,0.717964,0.969012,0.066667,0.861372,0.97709,0.052874,0.889331,0.974987,0.055172,0.883884,0.957646,0.066667,0.860461,0.963312,0.068966,0.856122,0.974675,0.068966,0.856748,0.98241,0.05977,0.875033,0.972467,0.098851,0.795339,0.988853,0.03908,0.917842,0.95386,0.082759,0.828841,0.953719,0.082759,0.829945
57,1,30,3772,3772,6064,7,0.922853,3481,2,4,0.007953,3772,3772,5,43.989227,39.802877,2.090909,3.057509,16.331895,1,30,20,6064,22,7,0.666667,0.053588,0.733333,0.233333,0.683763,0,0,1,6,0,0,1,6,4,0.466618,202.58497,0.337555,0.002303,0.922853,145.551763,0.00053,0.98449,0.046129,0.714726,0.995235,0.005567,0.995235,0.005567,0.995235,0.005567,0.983819,0.046129,0.714726,0.988107,0.024655,0.848082,0.993251,0.010339,0.930987,0.961477,0.961477,0.961477,0.962451,0.009809,0.931458,0.622227,0.072375,0.224523,0.899251,0.051962,0.617509,0.933547,0.048515,0.639103,0.983355,0.037116,0.706738,0.67434,0.089077,0.339979,0.708874,0.069459,0.265041,0.734579,0.071845,0.30185,0.993889,0.009014,0.936712,0.934224,0.04666,0.609833,0.990598,0.028897,0.798439,0.930153,0.060445,0.555711,0.92774,0.066808,0.550383
59,1,35,351,0,0,34,0.641026,225,126,2,0.099715,0,351,-1,0.319756,0.247697,-1,-0.564051,0.510421,-1,35,0,0,0,34,0,0,0,0.971429,-1,0,0,0,6,0,0,0,6,2,0.941829,-1,-1,-1,0.641026,-1,0.358974,0.742169,17.378917,0.580645,0.850317,11.111111,0.863122,11.396011,0.863122,11.396011,0.742169,17.378917,0.580645,0.902963,10.25641,0.776362,0.902963,10.25641,0.776362,0.744756,0.742489,0.742489,0.882046,0.133903,0.705448,0.736772,0.190883,0.542942,0.811834,0.150997,0.646606,0.847619,0.133903,0.701222,0.899506,0.116809,0.735571,0.804356,0.145299,0.661216,0.852993,0.119658,0.731563,0.876861,0.159544,0.623058,0.932894,0.068376,0.849856,0.934991,0.173789,0.639382,0.897319,0.122507,0.725667,0.877064,0.108262,0.754473,0.898835,0.116809,0.740296
60,1,41,5000,0,0,40,0.3384,1692,1653,3,0.0082,0,5000,-1,-0.197981,0.899488,-1,0.035454,1.271116,-1,41,0,0,0,40,0,0,0,0.97561,-1,0,0,0,23,0,0,0,23,3,1.584879,-1,-1,-1,0.3384,-1,0.3306,0.711442,43.68,0.347272,0.878791,24.96,0.87656,24.74,0.869357,24.02,0.702575,42.76,0.36103,0.815604,34.62,0.480199,0.84563,30.82,0.537791,0.615687,0.615687,0.615687,0.879136,0.2234,0.665025,0.781199,0.2916,0.562574,0.781199,0.2916,0.562574,0.781199,0.2916,0.562574,0.970068,0.1342,0.798725,0.80284,0.2628,0.605797,0.80284,0.2628,0.605797,0.80284,0.2628,0.605797,0.934977,0.1984,0.702534,0.955158,0.1994,0.701416,0.929964,0.1372,0.794248,0.929964,0.1372,0.794248,0.929964,0.1372,0.794248
61,1,5,150,0,0,4,0.333333,50,50,3,0.033333,0,150,-1,-0.780578,3.463667,-1,0.066477,0.94731,-1,5,0,0,0,4,0,0,0,0.8,-1,0,0,2,1,0,0,2,1,3,1.584963,-1,-1,-1,0.333333,-1,0.333333,0.833333,33.333333,0.5,0.956533,6.666667,0.956533,6.666667,0.956533,6.666667,0.833333,33.333333,0.5,0.955,7.333333,0.89,0.955,7.333333,0.89,0.9,0.9,0.9,0.9385,0.086667,0.87,0.833333,0.333333,0.5,0.9754,0.04,0.94,0.9642,0.06,0.91,0.9912,0.066667,0.9,0.9558,0.06,0.91,0.962267,0.086667,0.87,0.9672,0.053333,0.92,0.971933,0.073333,0.89,0.9932,0.033333,0.95,0.991467,0.053333,0.92,0.9766,0.053333,0.92,0.969133,0.053333,0.92
62,1,18,101,0,0,1,0.405941,41,4,7,0.178218,0,101,100,-0.651709,2.841584,8.125,0.136666,2.033385,2,18,15,0,16,1,0.833333,0,0.888889,0.055556,24.5,0,0,0,0,0,0,0,0,7,2.39056,3.72363,1.176035,0.641997,0.405941,0.831839,0.039604,0.821346,0.405941,0.432662,0.951069,0.188119,0.953169,0.148515,0.953504,0.118812,0.490645,0.594059,0,0.490645,0.594059,0,0.490645,0.594059,0,0.74846,0.802348,0.842536,0.935179,0.128713,0.823758,0.735454,0.485149,0.238147,0.775303,0.435644,0.330824,0.867862,0.356436,0.476684,0.98448,0.089109,0.882162,0.980456,0.069307,0.908432,0.991085,0.049505,0.934662,0.997674,0.069307,0.908325,0.998641,0.029703,0.960858,0.999382,0.039604,0.948172,0.995749,0.128713,0.826986,0.994194,0.108911,0.853873,0.991455,0.108911,0.854219
163,1,57,32,5,5,0,0.71875,23,9,2,1.78125,5,32,4,0,0,2.821429,0,0,2,57,12,5,56,0,0.210526,0.002741,0.982456,0,0.471251,0,0,0,0,0,0,0,0,2,0.857148,10.398308,1.079239,0.082432,0.71875,12.092552,0.28125,0.695652,28.125,0.327103,0.461353,28.125,0.461353,28.125,0.65942,25,0.461353,28.125,0,0.461353,28.125,0,0.461353,28.125,0,0.019355,0.019355,0.121951,0.627659,0.59375,0.061728,0.617864,0.65625,0.037249,0.594995,0.625,0.075145,0.535133,0.625,0.068413,0.564169,0.53125,0.194074,0.567675,0.59375,0.122655,0.642265,0.59375,0.122655,0.656139,0.53125,0.19764,0.690949,0.4375,0.339233,0.690949,0.4375,0.339233,0.643687,0.53125,0.166922,0.641867,0.5625,0.101404,0.655099,0.5,0.191153
